date,weekday,theme,theme_label,likes,comments,reach,saved,shares,engagement_rate,instagram_posted,item_name,image_cdn_url,collected_at
2026-08-01,土,product,おすすめ犬グッズ,0,0,0,0,0,,False,OUTDOOR 犬用クールベスト,,2026-08-04T18:05:36.896025
